formula,O-2p,hole_mass_11,hole_mass_22,hole_mass_33,bandgap
La2HgO4,0.644,3.938165829883528,3.4089644765161773,13.917387184678958,4.0774
Rb3GaO3,0.644,9.850179174471943,38.0364692827496,16.17213147523129,5.5169
CsLaO2,0.644,1.8785260342904644,1.8785260400530959,2.0032056437257295,4.8801000000000005
Ca(CuO2)2,0.6440000000000001,5.459730414788398,5.462664102661545,10.738994843167392,1.7480000000000002
Na2ZnGeO4,0.646,8.753022434845654,8.47490594986905,7.1753557445877245,6.0169999999999995
K2Zn(SiO3)2,0.646,8.761726648520318,6.1564767410097145,2.7490876817609298,7.8668
Cd3SiO5,0.6460000000000001,1.1783612237345134,1.1783612237345134,2.6938771923967564,2.9297
Rb2CeO3,0.648,2.123016513172418,3.5680974036220943,5.361557640855492,4.758
Li6ZnO4,0.648,2.5797091557762477,2.5797091557762477,3.950776304340654,6.9801
Ba2CdGe2O7,0.648,5.217686072674502,5.217686072674502,2.7878118730225023,5.6263000000000005
RbNaCd3O4,0.65,13.474765565978926,0.9943234476504895,7.493375468496721,1.7967
Cs3AlGe2O7,0.6500000000000001,28.8899110710099,13.310083066062495,15.31041702912799,6.7513
Zn3(AsO4)2,0.6519999999999999,6.905293096701667,1.236572564319372,3.699807296917626,5.343500000000001
CsYO2,0.652,2.5298184489982662,2.529818444928908,0.7140816345700723,4.869400000000001
Ca3CdO4,0.652,1.892757254080131,1.567957397371492,1.5584498741748372,4.797499999999999
BaCdO2,0.652,0.6816419412620666,6.035943851812059,2.912996241230767,2.433
K2NaTlO3,0.652,9.449184765017069,8.770194412649523,4.580814717833242,3.5575
Rb3AlO3,0.6520000000000001,3.5794605570167777,9.892097955393142,3.93345572277441,5.8624
NaLaO2,0.654,0.7158099814426582,0.7158099814426582,39.77841708971959,5.3908000000000005
K3GaO3,0.656,14.164345101138979,83.39931618590934,18.79637976006005,5.756600000000001
K2MgO2,0.656,1.7400985575509844,7.299674473043926,2.329872541904891,5.5971
Rb4SnO4,0.656,7.491074226258236,6.326733807235425,9.019328853132377,5.274900000000001
La2Be2GeO7,0.656,2.5782804755895325,2.5782804755895325,2.6680971157526745,6.5091
La6WO12,0.658,4.541107648708198,4.541107642987695,8.533907430109641,4.711
Li2CdGeO4,0.659,4.641066000533388,10.859020092583451,1.2411316892017146,5.1327
Cs2SnO3,0.6599999999999999,19.999576768430973,3.3364254393671904,4.46326214864037,5.1392
Rb2MgO2,0.66,3.3802981949868642,1.3250110381950868,2.664643786516408,5.3239
K4SnO4,0.66,14.089572829837323,16.126510963291064,20.51798568080788,5.5478000000000005
SrHgO2,0.66,2.5859619938513365,2.5859619770246276,0.8414110380477736,4.7047
MgZn2(AsO4)2,0.66,4.683445809715663,2.036798298188116,8.47232588148866,6.1342
K4PbO4,0.66,26.498565426342054,35.23838145601861,23.421960349618214,4.4668
K3AlO3,0.66,16.090852915205335,28.02854119453741,19.841067471320297,6.2168
Cs2Li2TiO4,0.6600000000000001,3.1457993235629194,19.700040033168374,3.904210746759861,6.7987
Cs2Li2GeO4,0.6600000000000001,3.274109444953311,36.440431906232035,4.84485498101879,6.633
Ba2ZnSi2O7,0.6619999999999999,6.343450752299032,2.8057944788162694,5.3292616563729505,7.2884
Ba2Cd(BO2)6,0.6619999999999999,2.3375502545889986,2.3375502594089648,5.506921666676485,7.7145
Na2Zn2Si2O7,0.6630000000000001,14.233986943332308,6.450236215860763,2.2166024528161365,7.271
Rb2SnO3,0.6639999999999999,34.59128288950488,3.4790056071085096,2.7768723353076807,5.1601
Cd2GeO4,0.664,6.134502529851865,1.1617273822409409,4.049694005224163,3.1753
Cs6Ge2O7,0.6640000000000001,4.459179286662441,2.106944738145429,3.711464418867109,5.9444
K2BeO2,0.666,2.0476148988625167,59.486420132000504,1851.8968877430077,6.2717
CsBO2,0.666,9.4307686243818,9.430768608909224,6.025774156201513,7.4714
Cd2SnO4,0.668,1.6057316362092802,26.463541986614352,2.426053821611476,2.0395
K4TiO4,0.668,11.43531882739731,10.782638238371504,20.80357353612308,6.2468
Na2ZnSiO4,0.668,21.052140892042036,2.7957435029532873,13.853700922429596,7.136699999999999
Li2ZnGeO4,0.6699999999999999,2.4595451238255674,4.303082564143126,3.3300469259630674,6.228199999999999
Ba2ZnWO6,0.6719999999999999,0.6800740069108463,0.6800740069108463,0.680074006910846,4.5197
K2SnO3,0.672,3.453687321449224,49.89481225722616,4.761559107026557,5.1762
Ba2LaBiO6,0.6720000000000002,2.0353097434569136,1.0428111763231511,1.4996810236816471,3.5502
Ba2ZnMoO6,0.674,0.663375739386017,0.663375739386017,0.663375739386017,3.3137999999999996
Ba4InSbO8,0.6740000000000002,1.1050167946706808,3.096669059631593,3.2047874889191497,4.5916
KTlO2,0.676,1.4720166503329744,1.4720166529223702,5.058796019882054,2.3447
Na2HgO2,0.676,2.5299123184359376,2.5299123184359376,3.070907328508694,3.7485
RbScO2,0.676,3.4939378092335436,3.4939378242725634,1.8708392697816596,5.642099999999999
Cd(SbO3)2,0.678,5.446721867222901,5.446721876317463,1.677693912024527,3.9088000000000003
RbYO2,0.678,1.6118210305955774,1.6118210287007186,2.1575157396691744,6.084300000000001
RbTlO2,0.678,1.3640611579768673,1.364061165341515,3.4912161862353437,2.3270999999999997
SrO,0.678,1.2935233309035732,1.2935233309035732,1.2935233309035732,5.5625
Cs2Li2SiO4,0.6780000000000002,3.4326288380034904,19.3461199068074,2.8980169275084773,7.1286000000000005
K6Si2O7,0.6799999999999997,37.313397294816355,9.901498095193821,25.906007416418195,7.1823999999999995
Rb2Li3GaO4,0.6799999999999998,2.6546626130557995,3.6455626890482766,3.247407281792582,6.7627999999999995
Cs2ZrO3,0.6799999999999999,9.743658181703147,3.8977710432757315,2.4112750829100245,6.411200000000001
Al2ZnO4,0.6799999999999999,1.6852223033834324,1.6852223033834324,1.6852223033834324,7.340700000000001
CsNaTiO3,0.68,54.79680520115215,17.821745366123853,0.5714021974473579,5.7097
Ta2Zn3O8,0.68,4.037399455381352,3.6108889987298065,9.842064136112839,5.9885
CaHgO2,0.6819999999999999,2.2218245052420156,2.221824499736647,0.894631691170854,4.3662
Ba2PbO4,0.6819999999999999,1.797330115383445,1.797330115383445,1.6976091057837246,2.6636
Rb2Li2GeO4,0.682,4.322202401878166,27.736515114080515,14.238793640779948,6.8194
KLaTiO4,0.682,5.9695462673208395,5.9695462673208395,29.53103443007609,4.1693
Sr2LaBiO6,0.6839999999999998,3.1291179000700993,2.9564154017554376,1.2931026509839978,3.6093999999999995
Rb6Si2O7,0.6839999999999999,7.905560326688938,3.183927679446607,6.436820603724221,6.728800000000001
Rb2ZrO3,0.6839999999999999,62.601974566531986,1.9301892245869023,1.2248008943360342,6.476999999999999
Sr2CdWO6,0.6839999999999999,1.9899460437772905,2.2478925407819075,4.506617096506318,4.8218
KNa2GaO3,0.6839999999999999,3.532015404566934,4.3049576990888365,6.847273329156669,5.7875000000000005
Cs6Si2O7,0.6839999999999999,4.164566079183847,2.5802976026638773,4.487755701727314,6.322900000000001
KNaGeO3,0.684,2.4717346931466664,10.563186551655233,45.26888951872315,6.4593
Ba2ZrO4,0.684,3.3654341495077684,3.365434149507769,0.9424625598532211,5.084200000000001
Cd2SiO4,0.6849999999999998,2.2278766068737217,3.5705642611746655,2.404608754941526,3.8669
Ba2MgGe2O7,0.6859999999999999,14.593544696156636,14.593544696156629,6.766791127052631,6.6364
CdSnO3,0.6859999999999999,6.452180176251455,6.452180189556717,1.9985748496759348,3.0019
Cs2NaVO4,0.686,6.581718610590773,5.761654814004699,17.51088609810777,6.7461
Na4TiO4,0.686,12.396032199566719,14.210619712523096,18.83521454372695,6.698
Ba2SnO4,0.6869999999999999,2.314680949234751,2.3146809492347518,1.4784828735943516,4.7919
CsCdBO3,0.687,2.2300869624424937,2.2300869624424937,2.2300869624424937,4.7649
Sr2LaSbO6,0.688,5.650688155429265,4.694308038288077,2.0107522212948292,6.0664
Zn(GaO2)2,0.688,1.5645504349007118,1.5645504349007118,1.5645504349007118,5.0975
NaTlO2,0.688,2.0243635534864683,2.024363556893954,6.875229901491662,2.1059
K2ZrO3,0.688,1.5496659599290619,76.23226901322258,2.046859855190911,6.6073
BaGeO3,0.6880000000000002,3.059507307423534,5.15300164953284,9.786019948758394,6.410399999999999
Ba2HfO4,0.689,2.8116295768465034,2.8116295768465034,0.9160070812361729,5.4018
Rb2Li2SiO4,0.6900000000000002,4.811721099391402,55.96009098672399,19.14500513795203,7.5932
KLa2NbO6,0.692,6.285883771013356,2.0206637682406288,28.027893676917017,5.8961
K2PbO3,0.692,20.945979267961636,20.945979222281256,63.231333662698226,2.8844000000000003
Na4SnO4,0.692,9.54407300420153,14.416705906822479,13.635182274035248,5.2526
Ba2TiO4,0.692,5.794485523052387,1.9594331955237587,4.6064866453233515,6.3631
Ba2Cd(BO3)2,0.692,5.204256329115995,0.6572227986769659,5.198148034849976,5.980300000000001
Cd(GaO2)2,0.692,1.3264344405598465,1.326434440559846,1.3264344405598465,3.7634
K3BiO4,0.6920000000000001,2.038057714545425,148.49220843456976,46.00876990624564,3.9256
CaLaGaO4,0.6920000000000001,7.90287516707161,2.4578514552743647,10.964880819046517,6.0716
LaSbO4,0.6920000000000002,2.5315102612960954,2.1419345131160172,2.8749785280719884,5.490599999999999
V2Cd2O7,0.6930000000000001,5.148279472317766,3.0843158788995746,1.7339521251851668,4.0543
TiCdO3,0.694,1.596775724483705,1.5967757307704689,2.0646376685522676,4.3587
Ba2LaTaO6,0.694,2.153707421866225,3.713903001966144,2.121098733383853,5.481199999999999
Cd(AsO3)2,0.6940000000000001,1.6581859204588596,1.6581859189009476,1.242493346848552,4.5475
Sr2MgGe2O7,0.6940000000000002,17.796921902170084,17.796921902170084,6.559378390596478,6.6930000000000005
Sr2SnO4,0.6950000000000001,6.607790965466571,6.607790965466571,14.250901008736616,5.279299999999999
LiAgO2,0.696,2.608930674330369,1.4692985355027959,1.2807583084625447,1.9129999999999998
CdWO4,0.696,1.215168148904167,3.5705808154080447,1.7598198427894909,4.5189
CdIn2O4,0.696,4.697285596734616,4.697285596734616,4.697285596734616,2.7218
Na4PbO4,0.696,6.570833703871095,5.5901816791464105,11.446384989279066,3.7143
K2Na4Be2O5,0.698,4.952505786473908,4.952505786473908,17.895446990203308,5.8622
Na4GeO4,0.6980000000000001,12.410066516625657,17.556793514376178,12.93096332846452,6.4997
Ba2MgSi2O7,0.6980000000000001,23.139105754236972,23.139105754236972,3.4806951313433525,7.7968
Ba3Nb2CdO9,0.699,0.920384927361616,0.920384928484912,0.8797221369873418,4.5139000000000005
BaY2O4,0.7,5.160650173894074,2.258591121656384,2.26851008569395,5.3302000000000005
Ba3NaBiO6,0.7,3.5150243201999904,3.5150243286184635,1.7564727654369676,3.8926000000000003
KYO2,0.7000000000000001,1.5923219712117007,1.592321968168302,6.3868737155061215,6.650600000000001
Ba3NaTaO6,0.7000000000000001,5.063643920389634,5.063643914426293,2.8799184307195103,5.4806
Cs2CrO4,0.7000000000000001,3.6461945718987554,6.059154343425454,144.32062285503557,5.858499999999999
Ba2Sc2O5,0.7000000000000002,7.318431690446156,20.610121782668465,2.5147612385648817,4.626200000000001
Na3Ca2BiO6,0.7010000000000001,3.910148647874216,23.319871456288144,5.76521231123031,4.0083
KInO2,0.702,1.2879929863388764,1.2879929884083503,5.790344294858819,4.4089
Ca2GeO4,0.702,21.552464946225303,2.2053709763825298,7.075265640282921,6.629499999999999
Na2MgGeO4,0.7020000000000001,4.5375943099759715,13.221080140682941,8.01230299029036,6.9296
La3HfGa5O14,0.7020000000000002,5.773263498952152,5.773263492581611,2.34647053655778,6.2759
Ba4Nb2O9,0.7020000000000002,5.0077871547414015,5.00778714622794,3.8753555879534796,5.739999999999999
Li2O,0.7030000000000001,2.0118541176041482,2.0118541176041487,2.0118541176041482,8.2887
NaLa2TaO6,0.7030000000000001,4.878987049280199,3.084778601672927,4.498832213424995,6.100199999999999
Sr2MgSi2O7,0.7039999999999998,15.896048380655078,15.896048380655078,1.541781809845698,7.9994
KNaLaNbO5,0.704,1.2900851876004544,1.2900851876004544,1985.1409879640742,6.0362
NaGaO2,0.704,5.1897466855185765,3.6363996284689097,1.7317977218337566,6.107
Ba3NaSbO6,0.704,3.3251319557719494,3.325131950866775,1.9537106983693895,5.3456
Ba3NaNbO6,0.7040000000000001,5.85452389599829,5.854523910756863,3.416075395241622,5.0532
Sr2PbO4,0.7040000000000002,3.639629730374085,1.569495902271376,5.965676615098493,2.989
Ba3SrNb2O9,0.7040000000000002,6.815920789251092,6.815920777781336,13.38573691148062,5.6721
CaO,0.705,1.3878623817624014,1.3878623817624014,1.3878623817624014,6.1487
SrLi2SiO4,0.705,6.4078059710868684,6.407805956631368,3.4544911922391863,8.0002
KLi3PbO4,0.706,5.435957216497198,12.76457344147729,4.397615333287539,3.6269
KNaLaTaO5,0.706,1.3345355295766768,1.3345355295766768,1634.9303624777199,6.2366
Sr2YSbO6,0.706,6.095666698644532,7.014587541425086,6.7915423212036306,6.4497
BaCa(GaO2)4,0.706,1.16017682091653,7.09269611921431,5.198051724928216,5.873900000000001
Ba2Ca(BO2)6,0.706,1.711902446401158,1.711902449249708,18.90793479929805,8.4683
Na2GeO3,0.7060000000000001,2.651442175604394,6.164046664380774,3.1748379926759482,6.6384
Na3Ca2TaO6,0.7060000000000001,3.5757151084795162,9.270812278990249,3.398063403887368,6.9051
V2CdO6,0.7060000000000001,2.688566223238086,3.4673387868232823,4.4118904432274295,4.1671
Ca3TaGa3(SiO7)2,0.7060000000000001,13.155713664978471,13.155713676536191,3.471722118589572,6.8511
NaAlO2,0.7070000000000001,6.808213693061014,3.246750023321671,3.2071119778945576,7.7335
Na5NbO5,0.7079999999999999,4.704297989952433,32.01986945718621,13.935739451957165,5.678999999999999
Ba2SiO4,0.7079999999999999,1.4373472211837337,6.082809361158675,18.51873272046735,7.4095
LiYO2,0.7079999999999999,11.44412333878942,1.1412197665328268,4.961230554853839,6.7552
Na4SiO4,0.708,20.371620720000422,13.302622600480817,14.751811012812745,7.3149
Na3SbO4,0.708,31.038228868930126,48.60457809609031,17.73636880463628,5.3809
Sr2GeO4,0.7080000000000001,5.065391986642906,11.451478023762867,42.18327151332484,6.4398
CaAlBO4,0.7080000000000001,12.660284766551106,46.05591177273528,13.604990313094952,8.4903
NaSr3TaO6,0.7080000000000001,4.5916830691068276,4.591683075203088,3.1314684711092085,6.1646
Na3BiO4,0.7080000000000001,7.610464482535834,5.278686763937185,4.3033031995108395,3.1330999999999998
NaSr3NbO6,0.7080000000000001,5.96185988335629,5.961859868847389,3.5467064804079653,5.4298
Li2Si2O5,0.7080000000000001,12.501300957961833,3.3511530558839535,5.448613507354034,9.2746
NaSr3BiO6,0.7080000000000002,3.8452578042980643,3.8452578010926257,2.854505263501516,4.089
Ba3Hf2O7,0.7080000000000002,2.876662324108308,2.8766623241083087,1.9737334068633423,5.567
BaSr2Mg(SiO4)2,0.7080000000000002,7.429582364029866,7.429582346684777,1.754978768741192,7.8596
Ca2SnO4,0.7080000000000002,4.342341052565887,1.5526055551348636,4.363929714727345,5.22
Sr4Ta2O9,0.7080000000000002,5.717657483894367,5.717657478280675,7.012345577487481,6.8262
NaYO2,0.7080000000000002,4.531798933006255,3.1295736579054863,4.626146026480082,7.009399999999999
Na5TaO5,0.7099999999999999,5.03527457700539,30.853505234983032,15.230055440594919,5.7491
SrHfO3,0.71,4.287433092649444,2.3587112376084693,2.990169910271197,6.3526
Ba3Zr2O7,0.71,3.00301033840406,3.003010338404059,2.181945971884073,5.1017
Sr3WO6,0.71,4.853575727414968,4.8535757286307275,6.007635843419021,5.3546000000000005
Cs2NaAsO4,0.71,21.111405601507744,3.2319261854500843,27.9028195951725,7.2421
Na5BiO5,0.71,4.7956874138913115,7.366987378523328,1.3084591048560872,3.0904
SrZrO3,0.71,4.799535496139009,2.576201184459463,3.3964551005459023,5.8016000000000005
RbNaTiO3,0.71,20.979035027574003,12.957063197792976,0.9586485561588597,6.1173
Ba2SrWO6,0.71,1.8521389303034923,5.374419068832462,3.8056486142202726,4.6437
SrGa2B2O7,0.7100000000000001,7.188076256130246,7.345982883494707,2.5384143632768223,7.3674
Sr4Nb2O9,0.7100000000000002,2.988620558580506,2.988620563127199,8.9310137648357,6.081200000000001
Li2GeO3,0.7109999999999999,3.275011895348565,7.627030906183811,2.0933921624415905,6.8346
LiAlO2,0.7119999999999999,2.6194419215193947,2.6194419215193947,3.7824432532320067,8.3345
Na6PbO5,0.7119999999999999,2.4863327579911654,14.198653914199124,0.8228329009055154,3.2654
Sr2SiO4,0.712,11.216475054423888,2.723051348949672,8.166439359335733,7.641699999999999
CaIn2O4,0.712,3.5707074178838325,3.5707074178838325,3.5707074178838325,4.3244
Li4PbO4,0.712,3.827278760063805,5.329645789385327,4.110727651033348,3.5103999999999997
Ba2LaSbO6,0.712,4.504777437224391,4.504777436424073,4.427127555779552,6.3375
NaInO2,0.712,1.8759623493759592,1.8759623325383672,9.033764007713748,4.382
Y6WO12,0.712,2.766884889053817,2.766884893228125,5.968300495591625,4.7717
Na2PbO3,0.7120000000000001,4.401780907991512,3.142795576706971,12.776787523773104,3.1525999999999996
Li8SnO6,0.7120000000000001,3.113616026334707,3.1136160234756614,3.7129980475363387,7.0919
Ba3Nb2ZnO9,0.7120000000000001,1.2989441788830722,1.2989441796752974,1.3917400091812298,4.332
RbBO2,0.7120000000000001,7.387190314950841,7.387190311416697,18.80564750844576,7.9605999999999995
Ba3Sn2O7,0.7120000000000002,3.645799235057004,3.6457992350570043,1.8160763104457318,3.8296
NaIn(GeO3)2,0.7120000000000002,2.157836583713385,6.578341578019866,5.850441519280489,4.9707
K2TiO3,0.714,106.96134488708037,1.908848929318175,0.889501191854474,6.0828
Sr3TaGa3(SiO7)2,0.714,12.57737230676683,12.577372310209324,1.731950994135071,6.861
Na3VO4,0.714,9.53175678657035,21.116353195334007,11.221885791728853,7.5168
K2LiVO4,0.714,25.92730994750174,25.580666975858364,8.23907662137682,6.9994
Na2MgSiO4,0.714,6.037370247482973,11.622928868821726,6.982043899493454,7.8653
Ba3SrTa2O9,0.7140000000000002,10.223622478418381,10.223622486092765,14.605642348656934,6.374499999999999
Ca2SiO4,0.7159999999999997,15.015780773188446,1.9433475536986329,5.9607865455538045,7.5271
CrCdO4,0.7159999999999999,1.242478407146068,1.6163915927705306,1.5408924205233134,3.8403
Rb2PbO3,0.716,0.910586543875907,31.09139291650217,181.12504958813489,3.5368
Cs2Ti(GeO3)3,0.716,12.513675386295757,12.513675404587152,2.4211857585393046,5.3857
Li4TiO4,0.716,2.4393431296574257,6.418523380666542,2.3751395173273315,7.3987
BaGa2B2O7,0.716,6.478321421306439,2.1579448027694155,4.90373663374761,7.3271
AlAsO4,0.716,13.088889564491225,13.094520959851618,14.11141911849501,8.8575
Sr3LiTaO6,0.716,3.8684498389092794,3.868449831443937,1.9496187530840796,6.052700000000001
Na3AsO4,0.716,12.993860867171362,35.74022653474906,12.751645317372963,7.6113
Ca2PbO4,0.716,4.001143237994593,1.0663829640546416,4.220150040428424,3.1038000000000006
Sr2CaMoO6,0.7160000000000001,7.83558725632046,9.683775433980108,12.945082624802513,3.8768
NaSr3SbO6,0.7160000000000001,2.9853458628296567,2.9853458553296273,2.042677956309462,5.7547999999999995
Sr2YNbO6,0.7160000000000002,5.630780653901643,8.64411773125243,6.818296469006418,5.1598999999999995
Na2ZrO3,0.7160000000000002,4.813463856127359,4.652809381641353,2.602556302233507,7.2581999999999995
CaMg(SiO3)2,0.7160000000000002,3.484162016792722,11.355311825476258,4.8706481195106255,8.5151
KLi2BO3,0.7160000000000002,39.08163426341428,3.376772325454328,49.27037907931028,8.0985
Na2SiO3,0.7170000000000001,3.8332742362033705,3.3550660929851532,3.031783166184794,8.140699999999999
Sr3NbGa3(SiO7)2,0.7170000000000001,13.481156324227154,13.481156343182361,1.54742076363794,6.1802
Li2HgO2,0.718,1.3638577551317135,1.3638577551317135,2.553809156646569,2.4527
SrSnO3,0.718,2.3031033688741043,1.9088765276659532,1.8565529331876465,3.9823000000000004
CaSnO3,0.718,2.800070624436149,2.8000706346842934,4.185134196394521,5.568
Ca3WO6,0.718,4.498557479114933,4.498557484861188,5.72992914274387,5.418799999999999
K2LiBO3,0.718,64.08644400508679,30.495438683135106,8.83524748326226,7.4663
Ca2Sn3O8,0.718,9.97058903352926,3.0315894059389605,19.043872851182144,5.1969
Ba3(AsO4)2,0.7180000000000001,6.132533782334452,6.132533752190366,1.9172874915150742,7.0819
NaYGeO4,0.7180000000000001,127.2417621528822,1.3280542316574295,4.38878895074787,6.6477
K2ZrGe2O7,0.7180000000000002,2.7641353080453563,4.843628926620245,11.764164346302628,6.7768
Y2Be2SiO7,0.719,5.11913059849221,5.119130598492209,7.353269418548704,8.010100000000001
TiO2,0.7199999999999999,7.593117674546396,6.754060348703661,3.1294488204256026,3.8911000000000002
CsY(WO4)2,0.72,3.9399334443507055,4.819517716759986,1.1779415598202576,5.0039
Sr2ScTaO6,0.72,2.970137188065562,3.695847735439531,3.356089815967283,5.3619
Sr2TiO4,0.72,2.691034542116643,2.6910345421166424,1.0040563263197857,3.4760999999999997
SrIn2O4,0.72,11.404227998700721,4.333705408613856,2.3342909929885693,3.8402000000000003
Sr2Zr7O16,0.72,2.2623348200596154,2.262334820878734,30.39112776991749,5.9818
Na2SnO3,0.7200000000000001,5.0570428148349675,4.159717232932014,12.332499471091554,5.524900000000001
Sr2ScNbO6,0.7200000000000001,3.2258285324475673,4.095869102886798,3.5515794875235134,4.689
Mg2SnO4,0.7200000000000001,1.10124434522199,22.660331456480314,16.946904581289328,5.5026
Sr3LiSbO6,0.7200000000000001,3.2683585196481304,3.2683585226561425,1.4632185671472282,5.9508
CsLa(WO4)2,0.7200000000000002,3.9599674791363126,12.565789747289491,3.1733643546213868,5.3087
LaTaO4,0.7200000000000002,3.2062239085936963,2.2301347246427135,2.3404069497286506,5.117
LiCdBO3,0.721,1.8935895517722696,1.8935895497341253,2.4621549633168125,5.0889999999999995
Ba(SbO3)2,0.722,3.274242864286441,3.2742428631300493,2.681447337658527,5.7925
Sr2CaWO6,0.722,7.92976236248617,9.809871384008192,12.67419454063265,5.0184
LiInO2,0.722,1.1337628413760945,1.1337628413760952,7.007645475128541,3.8926999999999996
Cs2Zr(SiO3)3,0.7220000000000001,6.953099123618513,6.9530991124954555,2.5972344065168977,8.3378
Sr(BO2)2,0.7220000000000001,3.7801759162596955,1.5004591510098781,7.946745124231711,8.6306
Li3VO4,0.7220000000000001,5.034980611033075,4.910703469475454,3.433077680159069,6.7951999999999995
Zn4B6O13,0.7239999999999999,3.9830466065106775,3.9830466065106775,3.9830466065106775,7.1482
LaNbO4,0.7239999999999999,2.3621821024936054,2.362017863167238,4.78429564475892,5.836500000000001
LiGaO2,0.7239999999999999,3.965616163174978,3.565778508431552,0.8770559198431237,6.2866
Sr(SbO3)2,0.724,8.13762022573066,8.137620228828876,3.4454478067261043,5.786099999999999
SrBe3O4,0.724,3.2861517262079567,3.2861517192702276,1.1080617716037764,7.0367
Sr2ScSbO6,0.724,2.148937733668774,2.312894666740021,2.6138106540878803,6.0280000000000005
Ba3V2O8,0.724,4.491572765958497,4.491572767504502,1.8471552446093784,5.8594
Sr2NbInO6,0.724,3.498811000304401,3.302664572862412,4.57903285367703,5.3659
Na2BeB2O5,0.7240000000000001,6.525383087549624,9.111378868390531,15.547528393580368,9.0402
KLa(MoO4)2,0.7240000000000001,5.169478901547239,3.2368973092684956,2.369476765291066,4.9183
RbAlSiO4,0.7240000000000001,1.7254603594661073,3.5269586453788055,15.795849669285959,8.4884
Ba3NbGa3(SiO7)2,0.7240000000000001,14.530665088406776,14.530665120415918,1.848454250928968,6.0077
Sr2TaInO6,0.7240000000000001,3.4563385725865974,3.097487188964045,3.6718938123092504,6.1138
Rb2Be2O3,0.7240000000000001,41.00180601319528,0.874043137921482,2.7566139504324556,5.6984
LaScO3,0.7240000000000002,1.9977433408379075,2.307952974011976,3.692656265654066,5.926
LiYSiO4,0.7240000000000002,1.9137263627745735,5.165419966879,2.751852080335907,8.3694
Na3BO3,0.7240000000000002,10.603750771718477,18.405426301722105,15.38568161352728,7.2872
KSrVO4,0.7240000000000002,1.9061067685489779,11.737061547553864,1.6882411322094364,6.3657
Li4Ca(BO3)2,0.7240000000000002,15.081214583893956,5.6687704824919045,41.59208909757277,8.5269
CaMgGeO4,0.7240000000000002,3.3017550150053183,2.6498759776148257,6.874152933983187,6.6566
Sr2InSbO6,0.7240000000000002,2.24070722006603,2.668691365540122,2.714305762855815,3.9493
CaMgSiO4,0.7240000000000002,2.2964986989041125,3.4820161518627777,11.242591094852829,8.1648
Cs2Sn(GeO3)3,0.726,6.714494389751674,6.714494394828936,2.00457175974161,5.6480999999999995
CsNa2BO3,0.726,1.1332896252403049,16.727648290561795,18.81068713892725,7.0503
KSbO3,0.726,6.099736269665156,6.0997362889388675,19.44687066361679,5.7535
BaBe2Si2O7,0.726,5.143303047091838,13.351089247546195,3.2419015776687097,9.0939
NaLi2AsO4,0.726,5.517520397609983,4.513642463366953,7.654892165305473,7.9456
NaBiO3,0.726,7.151318682274947,7.151318655560172,29.257886602369325,2.997
NaSbO3,0.726,8.869030793224445,8.86903079521838,16.94316262937456,5.8289
Li3AsO4,0.7260000000000001,3.714356528641002,5.172968155987049,4.174064340765634,8.125
La3BWO9,0.7260000000000001,11.845182447795683,11.845182460882846,3.1571340601171953,4.9666000000000015
Cs2PbO3,0.7260000000000001,54.220533457752204,110.72046738735752,0.8339343318572229,3.5694999999999997
NaYSiO4,0.7260000000000002,55.96639282309169,1.4124662096136689,3.543161671915327,7.6246
NaCaAsO4,0.7279999999999998,9.361543143434846,2.704169619793853,28.39043309940994,7.345
Li3CuO3,0.7279999999999999,4.4180608297364135,4.4180608297364135,15.193332270964138,3.1885
Mg3V2O8,0.7279999999999999,3.2961360406181175,5.273429584134703,2.2651707421537335,5.5081999999999995
Li2MgGeO4,0.7279999999999999,4.696818957356479,6.079958277175779,1.0842390648204085,7.172499999999999
SrPbO3,0.7279999999999999,1.0265359733041042,2.465218078463401,1.671067812714755,1.7071999999999998
Ca2ScSbO6,0.7279999999999999,4.515302053473894,4.126997534376102,2.876998322327314,6.1238
Sr3(BO3)2,0.728,1.7622082021882413,1.7622082016868152,12.244900856862547,7.7679
Ba2YTaO6,0.728,2.957090351581375,2.9579665590153277,1.6606124118385246,5.4216999999999995
Sc2Ti2O7,0.728,1.3638135823185071,3.5468074730774153,2.4602035964656186,5.2797
Na4B2O5,0.728,9.886118367700032,21.58457449651655,41.02461451436806,8.1116
Na2WO4,0.728,4.793605972258151,4.793605972258152,4.793605972258152,8.3199
Ba2InGaO5,0.728,5827.35548830525,0.6180150271621888,0.39477454676529,3.5417000000000005
Na3BeAl(SiO4)2,0.728,2.4031900622972047,2.356597422791988,340.1044586452505,8.5051
KLi6BiO6,0.728,1.7909090204622888,1.7909090196325868,0.8666575024821205,3.8761
Li2CaGeO4,0.728,2.745262876984461,2.7452628769844614,2.1381990042185457,7.1129
CsAlSiO4,0.728,1.7149492010553962,4.7482845602580666,13.482634569497566,8.4674
Sr2Sb2O7,0.728,6.5868565789298685,1.836197962041789,1.2610110870392692,3.8392
BaMoO4,0.728,3.6209061485697887,3.620334245543475,8.257476452723727,6.153599999999999
Ba2In2O5,0.728,10414.651895305682,0.6151139800362293,0.40939062315920677,2.6029
Na2MoO4,0.728,4.9222321782614,4.922232178261399,4.9222321782614,7.1524
Y2Be2GeO7,0.7280000000000002,3.1061090566644425,3.1061090566644425,10.303384835075704,7.123399999999999
Rb2CrO4,0.7280000000000002,5.755877456706504,11.937581701068043,14.727481892097792,5.9911
