formula,O-2p,hole_mass_11,hole_mass_22,hole_mass_33,bandgap,hole_mass_avg
Sr3MgPtO6,0.4200000000000001,3.4742615023343446,3.474261505820232,1.355112930276837,4.9978,2.7678786461438047
TaInO4,0.7479999999999999,2.5975439269247245,3.3977964009763637,2.3404981799748943,5.5655,2.778612835958661
MgTi2O5,0.7619999999999999,4.3445654959501105,3.4904778235612084,0.5203959963480825,4.1609,2.7851464386198006
KInO2,0.702,1.2879929863388764,1.2879929884083503,5.790344294858819,4.4089,2.7887767565353485
LiGaO2,0.7239999999999999,3.965616163174978,3.565778508431552,0.8770559198431237,6.2866,2.8028168638165507
SrBiO3,0.6020000000000001,0.7903875166288782,0.5862171074438145,7.039037734614002,0.8518999999999997,2.8052141195622315
Mg2SiO4,0.7399999999999998,1.4282496736114572,1.8849324624536337,5.133455190623645,8.375399999999999,2.8155457755629123
CsCuO2,0.548,2.9773959760618594,3.0210802224097733,2.480657540251203,3.765,2.8263779129076116
Na2ZnO2,0.6160000000000001,2.6312786034583193,3.5102957785755637,2.3505734334334485,4.3217,2.8307159384891105
VAgO3,0.26,2.544522036891341,4.2606449445327,1.6885571337533154,2.673,2.831241371725785
GaBPbO4,0.5000000000000001,3.362252008020008,4.012810972450177,1.1241293949270332,4.8388,2.833064125132406
Ba2Mg(BO3)2,0.762,0.9864250369927868,0.986425040576494,6.552860859550243,7.6895,2.8419036457065077
SbO2,0.408,1.5518030124508253,3.5124936644907625,3.5204060350197808,3.3436000000000003,2.8615675706537895
Ba3NaSbO6,0.704,3.3251319557719494,3.325131950866775,1.9537106983693897,5.3456,2.8679915350027048
Ba3BAsO3,0.0,4.170739175805112,4.170739167432575,0.2790456819996427,2.5067999999999997,2.873508008412443
Ag2HgO2,0.304,3.645781431987676,3.645781431987676,1.3697077985356396,1.0446000000000004,2.8870902208369973
CsCu3O2,0.18,0.7443375979935968,0.7443375974319454,7.230781117907903,3.3697999999999997,2.9064854377778153
Zn(SbO3)2,0.636,0.9281564265174844,0.9281564265174844,6.865792277088468,2.9451,2.907368376707812
Tl2SnO3,0.242,1.0934767758791424,0.4092516709450635,7.229682338374517,1.7176,2.910803595066241
Sr2CdWO6,0.6839999999999999,1.9899460437772905,2.2478925407819075,4.506617096506318,4.8218,2.914818560355172
ScAsO4,0.7519999999999999,2.058749247064034,2.0587492470640343,4.627499529887645,6.1395,2.914999341338571
Ba3NaBiO6,0.7,3.5150243201999904,3.5150243286184635,1.7564727654369676,3.8926,2.9288404714184737
GePbO3,0.4620000000000001,3.633143918409607,3.633143919929482,1.5249540364319074,4.3591,2.930413958256999
HfSiO4,0.7599999999999999,1.7811730441681657,1.7811730441681657,5.264434209291878,8.0133,2.942260099209403
K3AuO,0.609,2.943628946499434,2.943628946499434,2.943628946499434,1.6006,2.943628946499434
In2Pt2O7,0.408,2.9469042575028257,2.9469042575028257,2.9469042575028253,3.4617999999999993,2.9469042575028257
RbScO2,0.676,3.4939378092335436,3.4939378242725634,1.8708392697816596,5.642099999999999,2.952904967762589
SrGePbO4,0.544,4.714922184546249,2.39323501569223,1.7808361575400016,5.2884,2.96299778592616
TiBi2O5,0.6200000000000001,0.7356506662879738,4.334367068173789,3.8290706892731263,3.895000000000001,2.9663628079116293
BaZnO2,0.592,2.8041154874497427,2.8041154860488087,3.3012893819156077,4.6575,2.9698401184713865
CsTa(BO3)2,0.738,2.1800561813254156,5.45087872580867,1.2906265792397664,5.8651,2.973853828791284
CaAgAsO4,0.35,6.640906187834122,1.3535424199848434,0.9459205980631424,3.6746,2.9801230686273694
ZrSiO4,0.7599999999999999,1.7783498257028223,1.7783498257028223,5.411940202598377,7.2014000000000005,2.98954661800134
CaHfO3,0.7400000000000001,4.7518738092295525,1.1710526662772864,3.0502849760864934,6.6909,2.991070483864444
SrTlVO4,0.408,1.0151638220999653,6.998229489524066,0.964065678601869,4.475999999999999,2.9924863300753004
LiAlO2,0.7119999999999999,2.6194419215193947,2.6194419215193947,3.7824432532320063,8.3345,3.007109032090265
Mg2GeO4,0.7400000000000002,1.0945545665283845,3.652131590353595,4.30051023190071,6.4839,3.0157321295942303
TlSbWO6,0.466,1.973077664633172,2.0336285732998314,5.04328851171903,4.1902,3.0166649165506776
BaCeO3,0.5840000000000001,2.6714442365136475,2.698157099404505,3.6862734689876295,4.2856,3.018624934968594
MgAl2O4,0.7559999999999999,3.0336368135820013,3.0336368135820013,3.0336368135820013,8.5952,3.0336368135820013
Cd2Sb2O7,0.59,3.034513004165513,3.034513004165513,3.034513004165513,2.3010000000000006,3.034513004165513
Ba3Sn2O7,0.7120000000000002,3.645799235057004,3.645799235057004,1.816076310445732,3.8296,3.0358915935199136
Li6ZnO4,0.648,2.5797091557762477,2.5797091557762477,3.950776304340654,6.9801,3.03673153863105
Rb2Si3SnO9,0.7420000000000002,3.576537240294784,3.5765372391080663,2.003382797563967,7.6941,3.052152425655606
AlCuO2,0.128,1.7954538000882485,1.7954538003206837,5.590479796947369,3.913500000000001,3.060462465785433
Li2WO4,0.748,3.218025926277634,3.9794658220701264,2.00467111039734,5.7178,3.0673876195817
Ba(SbO3)2,0.722,3.274242864286441,3.2742428631300493,2.681447337658527,5.7925,3.076644355025006
LiNbO3,0.7490000000000001,1.9730261774087043,1.9730261856649476,5.287507997643996,4.8370999999999995,3.077853453572549
LiTaO3,0.7509999999999999,3.085100711549418,3.0851007127352466,3.0709617981026396,5.386699999999999,3.080387740795768
LiInO2,0.722,1.1337628413760945,1.1337628413760952,7.007645475128541,3.8927,3.091723719293577
RbSbMoO6,0.752,2.299013474133506,2.3878615160883636,4.596274877653476,4.1071,3.094383289291782
Ca2PbO4,0.716,4.001143237994593,1.0663829640546416,4.220150040428424,3.103800000000001,3.095892080825886
SbAsO3,0.38,3.899000904362309,2.5760289599802264,2.812934822163682,4.780200000000001,3.095988228835406
Li2SnO3,0.736,3.195869635042922,3.7278012585133458,2.374594226234928,5.945600000000001,3.0994217065970653
Ca4PdO6,0.5359999999999999,3.0570913345526725,3.057091335841662,3.270853542840258,3.7962,3.128345404411531
BaLa2PtO5,0.304,4.038323334836404,4.038323334836404,1.320985969395147,3.7211000000000007,3.1325442130226517
K3Y(BO3)2,0.7520000000000002,6.63327018209103,1.4881844173472558,1.3035619084649568,6.5052,3.141672169301081
YTaO4,0.7360000000000002,3.1188299450763717,3.198218521503184,3.1092464482207474,6.05,3.142098304933434
KLiZnO2,0.626,2.0841144609008704,1.9418070624467456,5.424353392251948,5.1558,3.1500916385331883
LiIn(WO4)2,0.7560000000000002,4.427403471793294,3.79963393448237,1.2486199670599587,4.779,3.158552457778541
LaNbO4,0.7239999999999999,2.3621821024936054,2.362017863167238,4.78429564475892,5.836500000000001,3.169498536806588
Rb2Li3GaO4,0.6799999999999998,2.6546626130557995,3.6455626890482766,3.247407281792582,6.7627999999999995,3.1825441946322193
MgAlBO4,0.7539999999999999,5.125750813581341,2.083480583610182,2.3482733509849805,9.8764,3.1858349160588344
KYO2,0.7000000000000001,1.5923219712117007,1.592321968168302,6.3868737155061215,6.650600000000001,3.1905058849620413
Hg2GeO4,0.552,2.3280227203786255,4.090701937525746,3.1588653877263235,2.1616999999999997,3.1925300152102323
MgWO4,0.752,3.0213941099794512,4.732610574749943,1.8648759560649637,5.1309,3.206293546931453
Ba2CaWO6,0.7320000000000001,3.4906010027583747,2.9569088423686853,3.1723343260031367,4.6526,3.2066147237100657
Li4GeO4,0.736,3.9722958509487514,4.603975524602715,1.04804484317824,7.518,3.2081054062432357
BaCdO2,0.652,0.6816419412620666,6.035943851812059,2.912996241230767,2.433,3.210194011434964
SrHfO3,0.71,4.287433092649444,2.3587112376084693,2.990169910271197,6.3526,3.212104746843037
CdBiO3,0.6160000000000001,3.203829255117132,3.2038292423217225,3.238946453259225,1.5419999999999998,3.2155349835660267
K2Zn3O4,0.604,5.627114759623698,1.8909532086930632,2.1382382672628952,4.1168,3.2187687451932185
ScNbO4,0.7480000000000001,3.396951177406834,3.2676525073746956,2.99891549082452,4.905600000000001,3.2211730585353497
Sr2Sb2O7,0.728,6.5868565789298685,1.836197962041789,1.2610110870392692,3.8392,3.2280218760036425
Sr3LiTaO6,0.716,3.8684498389092794,3.868449831443937,1.9496187530840796,6.052700000000001,3.2288394744790985
BaY2O4,0.7,5.160650173894074,2.258591121656384,2.26851008569395,5.3302000000000005,3.229250460414803
Li6Hf2O7,0.732,3.6556146058775743,1.3538120943975402,4.702914775308474,7.0007,3.237447158527863
CsCuO,0.16,5.831235140289908,3.564965918920093,0.3606262624128425,3.1836,3.252275773874281
Na4SnO3,0.358,5.5055335323479095,1.1403130453597243,3.1209791407159937,3.4282000000000004,3.255608572807876
Li5SbO5,0.744,2.517758041465614,6.345688838980254,0.9167318899994076,6.0473,3.2600595901484257
CaSnO3,0.718,2.800070624436149,2.8000706346842934,4.185134196394521,5.568,3.2617584851716543
GaCuO2,0.124,2.1867604455076126,2.1867604550856687,5.426681100177119,2.6372,3.2667340002568004
BiSbO4,0.6040000000000001,3.3877413105673626,4.126183482418126,2.2901222037091498,4.262,3.2680156655648793
TlBi(WO4)2,0.6220000000000001,4.8762450945840135,0.7953194832267289,4.138256627315737,3.5336,3.2699404017088263
RbLiZn2O3,0.6100000000000001,2.6751220263643267,2.6751220263643267,4.46657474466893,4.7463,3.2722729324658615
Ca2ScTaO6,0.7520000000000002,3.679096564853967,5.010170805324253,1.128135766847638,5.6606,3.2724677123419528
LiYSiO4,0.7240000000000002,1.9137263627745735,5.165419966879,2.751852080335907,8.3694,3.2769994699964933
YAsO4,0.7439999999999999,2.3967851527093855,2.3967851527093855,5.050103930831571,6.8095,3.2812247454167807
AsAuO4,0.548,1.7972687678558763,5.634942123481247,2.4607814136652983,4.2709,3.297664101667474
YNbO4,0.748,2.368073410885735,6.207036135815503,1.3488950197504554,5.2118,3.308001522150565
Li2PdO3,0.514,1.8203652654572864,1.9940694197579183,6.11216322068358,3.0063999999999997,3.308865968632928
CsY(WO4)2,0.72,3.9399334443507055,4.819517716759986,1.1779415598202576,5.0039,3.3124642403103164
Li8SnO6,0.7120000000000001,3.113616026334707,3.113616023475662,3.712998047536338,7.0919,3.313410032448902
ScTaO4,0.7439999999999999,4.778144778109386,2.514325949030776,2.66949220260085,5.8107,3.320654309913671
SrLi2Ta2O7,0.7520000000000001,3.328897776574213,4.59159557894057,2.0430202262814223,4.1638,3.3211711939320683
V2Cd2O7,0.6930000000000001,5.148279472317766,3.0843158788995746,1.7339521251851668,4.0543,3.3221824921341696
Ba(CuO)2,0.124,4.6743075212960905,4.674307521296089,0.6215001511548416,2.7734,3.3233717312490065
CsTlO,0.412,0.8216750168188314,0.8083905517531773,8.348029423621599,2.6455999999999995,3.3260316640645358
Sr2ScTaO6,0.72,2.970137188065562,3.695847735439531,3.356089815967283,5.3619,3.3406915798241257
Cs2O,0.566,3.293067836293068,3.2930678347497455,3.4792141407488417,2.3871,3.355116603930552
Li2ZnGeO4,0.6699999999999999,2.459545123825567,4.303082564143126,3.3300469259630674,6.228199999999999,3.3642248713105865
Ca2Pt3O8,0.344,3.5937380279233415,3.593738028613143,2.926439888105252,2.8859,3.3713053148805785
BaZn2Si2O7,0.6420000000000001,4.523579019643296,4.3096676574967665,1.2941647893131738,6.897,3.3758038221510787
Cs3SbO3,0.4319999999999999,3.377766589572107,3.377766589572107,3.377766589572107,5.2522,3.3777665895721065
Cs2SrV4O12,0.7480000000000001,4.097210151017326,4.097210151017326,1.9611192503953876,5.0999,3.3851798508100135
Ba2Cd(BO2)6,0.6619999999999999,2.3375502545889986,2.3375502594089648,5.506921666676485,7.7145,3.3940073935581494
LiTa3O8,0.752,1.1147270224496957,6.1510947981162705,2.9427652689640773,4.981,3.402862363176681
Na2SiO3,0.7170000000000001,3.8332742362033705,3.3550660929851532,3.031783166184794,8.140699999999999,3.406707831791106
Sr2TaInO6,0.7240000000000001,3.4563385725865974,3.097487188964045,3.6718938123092504,6.1138,3.408573191286631
Ca2SnO4,0.7080000000000002,4.342341052565887,1.5526055551348636,4.363929714727345,5.22,3.4196254408093654
Cs6Ge2O7,0.6640000000000001,4.459179286662441,2.106944738145429,3.711464418867109,5.9444,3.4258628145583265
Mg4Ta2O9,0.7500000000000002,2.238964860113531,2.23896486118853,5.864873179113624,6.719899999999999,3.447600966805228
Ga2O3,0.75,2.915796041839439,5.043860328203276,2.4114311520066214,4.77,3.4570291740164456
BaNb2O6,0.768,6.035881280627006,3.274877765148414,1.0835875032493687,3.9921,3.464782183008263
BaZr(BO3)2,0.7400000000000002,2.6010053205593473,2.6010053149652888,5.201605722050581,7.2393,3.467872119191739
SrAl2(SiO4)2,0.7320000000000002,4.5869388796203765,4.5869388859365055,1.2419768908690283,8.6233,3.4719515521419697
TiTl2O3,0.3719999999999999,1.4344510229554646,8.065931241514802,0.9610142943449071,3.1689999999999996,3.4871321862717246
NaScO2,0.7380000000000001,1.1532466645840382,1.1532466680594713,8.219498997257233,6.5132,3.508664109966914
NaSr3BiO6,0.7080000000000002,3.845257804298064,3.8452578010926257,2.854505263501516,4.089,3.515006956297402
NaGaO2,0.704,5.1897466855185765,3.6363996284689097,1.7317977218337566,6.107,3.5193146786070812
V2CdO6,0.7060000000000001,2.688566223238086,3.4673387868232823,4.4118904432274295,4.1671,3.5225984844295994
KTaWO6,0.768,1.2196329591273725,3.0789261371879455,6.31313834215864,4.907299999999999,3.537232479491319
CaTaAlO5,0.738,2.2478520730412095,6.3418665137346935,2.0839799709666007,6.2523,3.557899519247501
YAgO2,0.206,2.0817359710420447,2.081735971171262,6.530085838779677,4.2588,3.5645192603309948
CaIn2O4,0.712,3.5707074178838325,3.5707074178838325,3.5707074178838325,4.3244,3.5707074178838325
CaAl2(SiO4)2,0.734,4.748265537718988,4.748265532454419,1.2582963259989104,8.6056,3.584942465390773
BaHf(BO3)2,0.736,2.7872369384037974,2.7872369314089807,5.193050877767248,7.7828,3.5891749158600086
SrZrO3,0.71,4.799535496139009,2.576201184459463,3.3964551005459023,5.8016000000000005,3.5907305937147913
KLa(MoO4)2,0.7240000000000001,5.169478901547239,3.2368973092684956,2.369476765291066,4.9183,3.5919509920356005
Ba3V2O8,0.724,4.491572765958497,4.491572767504502,1.8471552446093784,5.8594,3.610100259357459
Mg3V2O8,0.7279999999999999,3.2961360406181175,5.273429584134703,2.2651707421537335,5.5081999999999995,3.6115787889688513
Sr2ScNbO6,0.7200000000000001,3.2258285324475673,4.095869102886798,3.5515794875235134,4.689,3.624425707619293
KSbWO6,0.7480000000000002,3.3252637838709744,2.9596600623912663,4.5939047843708485,4.9013,3.6262762102110297
Rb2HgO2,0.634,2.3824073184086045,2.382407318408604,6.136009821873794,4.7765,3.6336081528970006
NaTlO2,0.688,2.0243635534864683,2.024363556893954,6.875229901491662,2.1059,3.6413190039573613
NbSbO4,0.4439999999999999,3.341188307885323,6.2015010520768366,1.3920944079886683,3.4317,3.6449279226502758
Hg3(BO3)2,0.5379999999999999,2.493707919134147,2.493707922227643,5.956098375117147,4.5103,3.6478380721596455
CsAgO2,0.58,4.40064352074693,5.154511555194375,1.4499642424307075,3.5287,3.668373106124004
Ba2SrWO6,0.71,1.8521389303034923,5.374419068832462,3.805648614220273,4.6437,3.6774022044520756
Tl3AsO4,0.316,5.087068544004598,5.087068547809869,0.8613891090108119,3.7329,3.6785087336084263
KNaZnO2,0.628,3.3064313669175784,3.4924790520284534,4.246867004748592,4.7224,3.681925807898208
Rb2CeO3,0.648,2.123016513172418,3.5680974036220943,5.361557640855492,4.758,3.6842238525500015
Ba2Cd(BO3)2,0.692,5.204256329115995,0.6572227986769659,5.198148034849976,5.980300000000001,3.6865423875476453
Sr2PbO4,0.7040000000000002,3.639629730374085,1.569495902271376,5.965676615098493,2.989,3.7249340825813184
Cs6Si2O7,0.6839999999999999,4.164566079183847,2.5802976026638773,4.487755701727314,6.322900000000001,3.744206461191679
Li4TiO4,0.716,2.4393431296574257,6.418523380666542,2.3751395173273315,7.3987,3.7443353425504333
Li6Zr2O7,0.7340000000000002,4.610928630842789,1.3023110102042488,5.352063467372318,6.6279,3.7551010361397856
NaAgO,0.296,4.613767221699831,4.613767221699829,2.0629320489420437,2.8857000000000004,3.763488830780568
Ga2PbO4,0.496,7.779984153517986,1.0826348271700912,2.4344179722489137,5.2946,3.76567898431233
NaGeSbO5,0.7499999999999999,4.582081198773603,4.84755791954546,1.89293902822903,4.8491,3.774192715516031
NbAlO4,0.7520000000000001,4.944268726131007,3.151197214159001,3.2439457494049098,5.4792,3.7798038965649727
Cd2GeO4,0.664,6.134502529851865,1.1617273822409409,4.049694005224163,3.1753,3.781974639105657
Rb2O,0.603,3.785075787063804,3.785075787063804,3.785075787063804,3.7303,3.785075787063804
K2MgO2,0.656,1.7400985575509844,7.299674473043926,2.329872541904891,5.5971,3.7898818574999336
Sr2NbInO6,0.724,3.498811000304401,3.302664572862412,4.57903285367703,5.3659,3.7935028089479474
Li5AuO4,0.516,4.469199548277605,4.017542740133453,2.9433989933387026,4.665,3.810047093916587
ScVO4,0.7599999999999999,2.6705364971872663,2.6705364971872654,6.10011557931746,4.0851999999999995,3.8137295245639975
Y6WO12,0.712,2.766884889053817,2.766884893228125,5.968300495591625,4.7717,3.834023425957856
SiO2,0.736,4.189778454735391,4.189778454735391,3.1235694165070975,10.4593,3.8343754419926266
TaAlO4,0.754,6.14044120216161,2.643633305671191,2.7295114874053343,6.4147,3.8378619984127122
Ca2ScSbO6,0.7279999999999999,4.515302053473894,4.126997534376102,2.876998322327314,6.1238,3.839765970059103
CaZrO3,0.7359999999999999,5.812139018769399,1.4588522567727211,4.283797821113601,6.100200000000001,3.851596365551907
KBa4Bi3O,0.0,1.809201612358526,1.8092016123585264,7.956188396356517,1.2735000000000003,3.858197207024523
NaNbO3,0.738,1.9012906153536449,1.901290615711506,7.796033494013447,6.092499999999999,3.8662049083595327
LiSbO3,0.7639999999999998,6.995648570071107,3.4356129841567347,1.233365902043379,4.901199999999999,3.888209152090407
Na2ReO3,0.3399999999999999,2.4632356372545963,2.4632356406895854,6.742566966559,3.7101,3.8896794148343936
Ba2ZnGe2O7,0.6080000000000001,4.341556898874959,4.34155689887496,2.989913971090718,5.9972,3.891009256280212
LiCuO2,0.604,1.2750302882449631,2.2922477764796025,8.169174793308406,1.8389999999999995,3.912150952677657
Ca2Sb2O7,0.73,8.647176372744385,1.7893808374157922,1.4047612286767628,4.321299999999999,3.9471061462789803
Zn3(AsO4)2,0.6519999999999999,6.905293096701667,1.236572564319372,3.699807296917626,5.343500000000001,3.947224319312888
Li2MgGeO4,0.7279999999999999,4.696818957356479,6.079958277175779,1.0842390648204083,7.172499999999999,3.9536720997842223
V2Zn2O7,0.6300000000000001,2.930690642589175,7.859603979224562,1.0804962141230734,4.1737,3.956930278645603
Na3CuO2,0.488,3.334686594363073,3.334686594363073,5.219854494367743,4.3784,3.96307589436463
MgTiO3,0.746,3.443072384691869,3.443072371600673,5.016236427277518,5.2159,3.9674603945233535
NaIn(SiO3)2,0.7300000000000001,5.0642222844577995,2.3007237965550043,4.545828340120268,6.9708,3.9702581403776906
CaYBO4,0.7320000000000002,4.686472281027604,5.189239269429197,2.071068999170954,7.2887,3.982260183209252
Zn4B6O13,0.7239999999999999,3.9830466065106775,3.9830466065106775,3.9830466065106775,7.1482,3.9830466065106775
Na2GeO3,0.7060000000000001,2.651442175604394,6.164046664380774,3.174837992675948,6.6384,3.9967756108870383
BaLa2PdO5,0.332,4.677166764540423,4.677166764540423,2.6396529228482835,4.2894,3.9979954839763763
Na2ZrO3,0.7160000000000002,4.813463856127359,4.652809381641353,2.602556302233507,7.2582,4.022943180000739
La3SbO3,0.044,6.27195252236485,0.1703940856386117,5.751525516928054,1.2150999999999996,4.064624041643839
NaYO2,0.7080000000000002,4.531798933006255,3.1295736579054863,4.626146026480082,7.009399999999999,4.0958395391306075
Na3AuO2,0.528,3.468635295854671,3.468635295854671,5.37617025027994,4.1232,4.104480280663094
NaSr3TaO6,0.7080000000000001,4.5916830691068276,4.591683075203088,3.1314684711092085,6.1646,4.104944871806374
YVO4,0.7439999999999999,3.033803511805239,3.033803511805239,6.258467087520731,4.802099999999999,4.10869137037707
Sr2LaSbO6,0.688,5.650688155429265,4.694308038288077,2.0107522212948292,6.0664,4.118582805004057
Ba2TiO4,0.692,5.794485523052387,1.9594331955237587,4.6064866453233515,6.3631,4.120135121299833
V2Pb3O8,0.5199999999999999,5.799616750005201,3.952646233349484,2.6748163702480543,3.9679,4.142359784534246
Ba(AuO2)2,0.488,4.00539200053062,4.008155423361361,4.441739422420496,2.9785,4.151762282104159
Al2O3,0.768,5.141407709969924,5.141407710353436,2.174596714200957,9.3329,4.152470711508106
NaLa2TaO6,0.7030000000000001,4.878987049280199,3.084778601672927,4.498832213424995,6.100199999999999,4.154199288126041
Sr2ZnGe2O7,0.6410000000000001,3.394759213122304,3.394759213122304,5.673361998293307,6.0121,4.1542934748459714
LiSc(WO4)2,0.7479999999999999,5.581516462973503,4.794816826776969,2.113732871670943,4.9619,4.163355387140471
RbAsO2,0.508,2.489003093586234,5.699375106303414,4.302453269246232,6.3369,4.16361048971196
MgGeO3,0.7440000000000001,2.1115879239483357,5.295217980143644,5.113979228687799,5.3508,4.173595044259926
LiY(WO4)2,0.7480000000000002,4.712280627261902,2.1677973972537625,5.6563403303413216,5.3487,4.178806118285662
Li5TaO5,0.742,8.538170189921864,1.074292889039037,2.9251530349688744,6.2511,4.1792053713099255
Mg4Nb2O9,0.7499999999999999,1.9217448277838616,1.921744832750926,8.707725099473654,5.694500000000001,4.183738253336148
Cd(SbO3)2,0.678,5.446721867222901,5.446721876317463,1.677693912024527,3.9088,4.19037921852163
KScO2,0.732,1.052794590300569,1.0527945890165074,10.540755467800883,6.0127,4.215448215705987
Sr4Cu2O7,0.5940000000000001,9.382158595272209,0.9095432041297408,2.4186948817124447,1.9944,4.236798893704798
NaScAs2O7,0.7459999999999999,3.0767339716375144,3.866062813305843,5.8016746821395095,6.7256,4.248157155694289
NaInO2,0.712,1.8759623493759592,1.8759623325383672,9.033764007713748,4.382,4.261896229876025
CaMgGeO4,0.7240000000000002,3.3017550150053183,2.6498759776148257,6.874152933983187,6.6566,4.275261308867777
LaAgO2,0.188,2.4547064883435947,2.454706493977577,8.080509416122439,4.564,4.329974132814537
Li2GeO3,0.7109999999999999,3.275011895348565,7.627030906183811,2.0933921624415905,6.8346,4.331811654657989
Ba3NaTaO6,0.7000000000000001,5.063643920389634,5.063643914426293,2.8799184307195103,5.4806,4.335735421845146
KLaO2,0.628,2.039676031227802,2.0396760275937047,8.97559487913616,6.1637,4.351648979319222
Li3AsO4,0.7260000000000001,3.714356528641002,5.172968155987049,4.174064340765634,8.125,4.353796341797895
RbMgBO3,0.7339999999999999,4.364306586951744,4.364306586951744,4.364306586951745,8.3158,4.364306586951744
CaSn(BO3)2,0.7439999999999999,2.44568779685032,2.4456877903911725,8.248753759139833,7.0934,4.380043115460442
Ba2Ca(PdO2)3,0.172,2.3756713266364407,7.419141284235589,3.38856102532444,3.0387999999999997,4.394457878732156
KMgBO3,0.7359999999999999,4.394687690607515,4.394687690607516,4.394687690607516,8.4485,4.394687690607515
Ba2CdGe2O7,0.648,5.217686072674502,5.217686072674502,2.7878118730225023,5.6263000000000005,4.407728006123835
Sr(BO2)2,0.7220000000000001,3.780175916259695,1.500459151009878,7.946745124231711,8.6306,4.409126730500428
NaSc(GeO3)2,0.7320000000000001,6.4966614298738445,2.8037030400671896,3.935231762531098,6.3135,4.411865410824044
Mg(GaO2)2,0.752,0.7453168796646351,9.550631776759042,2.9496574195975622,5.3063,4.415202025340413
NaAlO2,0.7070000000000001,6.808213693061014,3.246750023321671,3.2071119778945576,7.7335,4.420691898092414
Li4PbO4,0.712,3.827278760063805,5.329645789385327,4.110727651033348,3.5103999999999997,4.42255073349416
BaSi3SnO9,0.7460000000000001,5.8603053736534285,5.8603053673849725,1.5530676221545758,7.4369,4.4245594543976585
Li3VO4,0.7220000000000001,5.034980611033075,4.910703469475454,3.433077680159069,6.7951999999999995,4.459587253555866
SrSn(BO3)2,0.738,2.761160555877796,2.7611605547762768,7.870736674244874,7.0765,4.464352594966315
BiAsO4,0.6200000000000003,7.906612638638227,3.4807960609469286,2.0068261757829227,4.956,4.464744958456026
LiBO2,0.7320000000000001,2.5411434802562782,2.091903754922389,8.765491914390914,9.4956,4.466179716523194
NaTaO3,0.7439999999999999,4.828160344665904,4.262458897191836,4.3102354150436915,4.3398,4.466951552300478
Ba2LaSbO6,0.712,4.504777437224391,4.504777436424073,4.427127555779552,6.3375,4.478894143142671
BaCa(GaO2)4,0.706,1.16017682091653,7.09269611921431,5.198051724928216,5.873900000000001,4.483641555019685
K6MgO4,0.63,4.506622052992361,4.506622054394826,4.451118011968972,4.2343,4.488120706452054
Na5BiO5,0.71,4.7956874138913115,7.366987378523328,1.3084591048560872,3.0904,4.490377965756909
BaGa2B2O7,0.716,6.478321421306439,2.1579448027694155,4.90373663374761,7.3271,4.513334285941155
KAgO,0.244,5.6553436082317905,5.655343608231792,2.248527779507065,3.7174,4.519738331990216
Ba5Nb4O15,0.7460000000000002,2.688086845759758,2.688086847197039,8.187777718616015,4.1289,4.5213171371909375
Li2BeSiO4,0.734,3.2097216230946644,7.260621182027691,3.2690365302127824,9.802,4.579793111778379
Ba4Nb2O9,0.7020000000000002,5.0077871547414015,5.00778714622794,3.87535558795348,5.739999999999999,4.630309962974274
La3HfGa5O14,0.7020000000000002,5.773263498952152,5.773263492581611,2.34647053655778,6.2759,4.630999176030515
TaTl(GeO3)3,0.4180000000000001,4.892521053189932,4.8925210464157285,4.108918169450646,5.7233,4.631320089685436
CdIn2O4,0.696,4.697285596734616,4.697285596734616,4.697285596734616,2.7218,4.697285596734616
BaTi(SiO3)3,0.756,6.426900049250591,6.426900052455438,1.2474049348217875,5.9064000000000005,4.7004016788426055
KNa2CuO2,0.48,6.354886374516916,6.354886374516916,1.427948952467202,4.6485,4.712573900500344
Ba3(AsO4)2,0.7180000000000001,6.132533782334452,6.132533752190366,1.9172874915150744,7.0819,4.7274516753466305
K2Zn(GeO3)2,0.6420000000000001,5.088697113669005,7.388985919761556,1.7468721396320888,6.1246,4.741518391020883
Al2PbO4,0.503,8.595845995397035,1.0893970864896965,4.545507865055181,6.0424999999999995,4.743583648980638
Na2WO4,0.728,4.793605972258151,4.793605972258152,4.793605972258152,8.3199,4.793605972258152
Mg2TiO4,0.7440000000000001,4.839081208025627,4.839081208025627,4.718206818172907,5.5122,4.798789744741387
Ba2ZnSi2O7,0.6619999999999999,6.343450752299032,2.8057944788162694,5.3292616563729505,7.2884,4.826168962496084
NaIn(GeO3)2,0.7120000000000002,2.157836583713385,6.578341578019866,5.850441519280489,4.9707,4.8622065603379125
RbLiCrO4,0.738,6.452172914124229,6.452172923206205,1.6985603005520946,5.8198,4.867635379294176
K2PbO2,0.4439999999999999,7.2466237160495455,3.32244405042762,4.072929888104294,3.492,4.880665884860487
Li3AuO3,0.5759999999999998,1.2157816706470244,1.2157816706470244,12.227356681870852,4.124,4.8863066743883
KNa2GaO3,0.6839999999999999,3.532015404566934,4.3049576990888365,6.847273329156669,5.7875000000000005,4.89474881093748
Ba2InCuO4,0.4499999999999999,3.037900425897794,3.0379004258977944,8.631263324545495,3.4818,4.902354725447028
Ca3WO6,0.718,4.498557479114933,4.498557484861188,5.72992914274387,5.418799999999999,4.909014702239997
RbNa2BO3,0.736,1.4342852123627572,10.976207888189542,2.3182425089681455,7.011,4.909578536506815
Ca3(BO3)2,0.736,1.148993371216262,1.1489933705967736,12.462182615352225,8.1466,4.92005645238842
Na2MoO4,0.728,4.9222321782614,4.922232178261399,4.9222321782614,7.1524,4.9222321782614
